"uid","cluster","spent","country","gender","device"
"1013176","Control","162.87","TUR","F","A"
"1013177","Treatment","0","MEX","F",""
"1013178","Control","0","DEU","M",""
"1013179","Control","0","","O",""
"1013180","Control","0","GBR","F",""
"1013181","Treatment","0","USA","M",""
"1013182","Control","0","USA","M",""
"1013183","Control","0","AUS","F",""
"1013184","Control","0","BRA","F",""
"1013185","Control","0","TUR","M",""
"1013186","Control","0","USA","F",""
"1013187","Control","0","MEX","",""
"1013188","Treatment","55.3","USA","F","A"
"1013189","Control","0","USA","M",""
"1013190","Control","0","TUR","M",""
"1013191","Control","0","TUR","F",""
"1013192","Treatment","0","BRA","F",""
"1013193","Treatment","0","CAN","M",""
"1013194","Control","0","AUS","F",""
"1013195","Treatment","0","ESP","M",""
"1013196","Treatment","0","TUR","M",""
"1013197","Treatment","0","BRA","M",""
"1013198","Treatment","0","","M",""
"1013199","Treatment","0","USA","F",""
"1013200","Treatment","0","USA","M",""
"1013201","Control","66.0","MEX","","A"
"1013202","Treatment","0","DEU","M",""
"1013203","Control","0","MEX","",""
"1013204","Control","0","AUS","M",""
"1013205","Control","0","USA","F",""
"1013206","Treatment","0","BRA","M",""
"1013207","Treatment","0","BRA","M",""
"1013208","Treatment","0","DEU","F",""
"1013209","Control","0","TUR","M",""
"1013210","Treatment","0","GBR","M",""
"1013211","Treatment","0","GBR","",""
"1013212","Treatment","0","FRA","F",""
"1013213","Treatment","0","BRA","F",""
"1013214","Control","0","USA","F",""
"1013215","Treatment","0","USA","F",""
"1013216","Treatment","0","MEX","M",""
"1013217","Control","0","MEX","O",""
"1013218","Treatment","0","USA","M",""
"1013219","Treatment","0","USA","F",""
"1013220","Control","0","USA","F",""
"1013221","Treatment","0","USA","F",""
"1013222","Treatment","0","MEX","F",""
"1013224","Control","0","ESP","M",""
"1013225","Treatment","0","USA","M",""
"1013226","Control","0","AUS","M",""
"1013227","Treatment","0","MEX","M",""
"1013228","Treatment","0","CAN","F",""
"1013229","Control","0","BRA","M",""
"1013230","Control","0","MEX","F",""
"1013231","Treatment","0","MEX","M",""
"1013232","Control","0","BRA","M",""
"1013233","Treatment","0","FRA","M",""
"1013234","Control","0","USA","",""
"1013235","Treatment","0","GBR","F",""
"1013236","Control","0","MEX","F",""
"1013237","Treatment","0","BRA","F",""
"1013238","Control","0","ESP","F",""
"1013239","Treatment","0","TUR","",""
"1013240","Treatment","0","","",""
"1013241","Treatment","0","USA","M",""
"1013242","Treatment","0","BRA","F",""
"1013243","Treatment","0","DEU","F",""
"1013244","Control","0","TUR","M",""
"1013245","Control","0","GBR","F",""
"1013246","Control","0","TUR","F",""
"1013247","Control","0","USA","",""
"1013248","Control","0","USA","M",""
"1013249","Control","0","BRA","F",""
"1013250","Treatment","3.59","BRA","F","I"
"1013251","Treatment","0","TUR","M",""
"1013252","Control","0","DEU","M",""
"1013253","Control","0","DEU","F",""
"1013254","Treatment","0","TUR","F",""
"1013255","Control","0","TUR","M",""
"1013256","Control","0","BRA","M",""
"1013257","Control","0","GBR","F",""
"1013258","Control","0","USA","M",""
"1013259","Control","0","MEX","M",""
"1013260","Control","0","CAN","M",""
"1013261","Control","0","ESP","F",""
"1013262","Control","0","AUS","O",""
"1013263","Treatment","0","GBR","",""
"1013264","Treatment","0","MEX","M",""
"1013265","Control","0","DEU","F",""
"1013266","Treatment","0","USA","F",""
"1013267","Control","0","TUR","M",""
"1013268","Treatment","0","DEU","",""
"1013269","Treatment","0","TUR","M",""
"1013270","Treatment","0","BRA","",""
"1013271","Treatment","0","MEX","F",""
"1013272","Treatment","7.96","USA","F","I"
"1013273","Control","0","MEX","",""
"1013274","Control","0","USA","M",""
"1013275","Control","0","BRA","M",""
"1013276","Control","0","BRA","",""
"1013277","Treatment","0","USA","M",""
"1013279","Control","0","DEU","M",""
"1013280","Treatment","0","ESP","F",""
"1013281","Treatment","0","TUR","M",""
"1013282","Control","0","USA","M",""
"1013283","Control","0","BRA","F",""
"1013284","Control","0","USA","M",""
"1013285","Treatment","0","DEU","M",""
"1013286","Control","0","ESP","M",""
"1013287","Treatment","0","USA","M",""
"1013288","Treatment","0","AUS","M",""
"1013289","Treatment","0","BRA","F",""
"1013290","Control","0","GBR","M",""
"1013291","Treatment","0","TUR","",""
"1013292","Control","0","USA","M",""
"1013293","Control","0","USA","F",""
"1013294","Control","0","USA","M",""
"1013295","Control","0","ESP","F",""
"1013296","Treatment","0","BRA","F",""
"1013297","Control","0","MEX","F",""
"1013298","Control","0","DEU","F",""
"1013299","Control","0","ESP","M",""
"1013300","Treatment","56.01","USA","F","A"
"1013301","Treatment","0","USA","",""
"1013302","Control","0","DEU","F",""
"1013303","Treatment","0","USA","F",""
"1013304","Treatment","0","GBR","M",""
"1013305","Treatment","0","MEX","F",""
"1013306","Treatment","0","USA","F",""
"1013307","Treatment","0","USA","F",""
"1013308","Control","0","BRA","F",""
"1013310","Control","0","USA","F",""
"1013311","Treatment","0","FRA","",""
"1013312","Control","0","USA","M",""
"1013313","Treatment","0","BRA","M",""
"1013314","Treatment","0","BRA","",""
"1013315","Treatment","0","ESP","M",""
"1013316","Treatment","0","BRA","F",""
"1013317","Control","0","FRA","F",""
"1013318","Treatment","0","TUR","F",""
"1013319","Treatment","0","AUS","M",""
"1013320","Control","0","FRA","F",""
"1013321","Treatment","0","GBR","M",""
"1013322","Treatment","0","BRA","M",""
"1013323","Treatment","0","DEU","F",""
"1013324","Treatment","0","USA","F",""
"1013325","Control","0","MEX","M",""
"1013326","Control","0","TUR","M",""
"1013327","Control","0","USA","F",""
"1013328","Treatment","0","MEX","M",""
"1013329","Treatment","48.781381430051546","MEX","","I"
"1013330","Treatment","89.12","MEX","","A"
"1013331","Treatment","0","TUR","M",""
"1013332","Treatment","0","USA","",""
"1013333","Treatment","0","TUR","M",""
"1013334","Control","56.57","BRA","F","A"
"1013335","Treatment","0","USA","M",""
"1013336","Control","0","USA","",""
"1013337","Treatment","0","MEX","",""
"1013338","Treatment","0","GBR","",""
"1013339","Control","0","MEX","F",""
"1013340","Treatment","0","MEX","M",""
"1013341","Control","0","BRA","M",""
"1013342","Control","0","USA","F",""
"1013343","Control","0","USA","M",""
"1013344","Treatment","0","DEU","M",""
"1013345","Control","0","USA","F",""
"1013346","Treatment","0","USA","F",""
"1013347","Control","0","DEU","O",""
"1013348","Control","0","DEU","F",""
"1013350","Treatment","0","BRA","F",""
"1013351","Treatment","0","MEX","M",""
"1013352","Treatment","0","BRA","F",""
"1013353","Treatment","0","USA","M",""
"1013354","Treatment","0","USA","M",""
"1013355","Treatment","0","TUR","F",""
"1013356","Control","0","GBR","F",""
"1013357","Treatment","0","MEX","M",""
"1013358","Treatment","0","USA","F",""
"1013359","Treatment","0","DEU","",""
"1013360","Treatment","110.08","USA","M","I"
"1013361","Control","0","MEX","M",""
"1013363","Treatment","0","BRA","M",""
"1013364","Control","0","USA","F",""
"1013365","Control","0","BRA","F",""
"1013366","Control","0","FRA","",""
"1013367","Treatment","0","BRA","F",""
"1013368","Treatment","0","USA","M",""
"1013369","Treatment","0","MEX","M",""
"1013370","Treatment","0","USA","",""
"1013371","Treatment","0","USA","O",""
"1013372","Control","0","USA","F",""
"1013373","Control","0","USA","F",""
"1013374","Treatment","0","USA","",""
"1013375","Control","0","DEU","",""
"1013376","Control","0","BRA","F",""
"1013377","Control","0","MEX","M",""
"1013378","Control","0","AUS","M",""
"1013379","Treatment","0","MEX","M",""
"1013380","Control","0","MEX","F",""
"1013381","Treatment","0","MEX","M",""
"1013382","Treatment","0","TUR","F",""
"1013383","Control","0","USA","M",""
"1013384","Treatment","0","BRA","F",""
"1013385","Treatment","0","BRA","",""
"1013386","Control","0","GBR","F",""
"1013387","Control","0","USA","M",""
"1013388","Treatment","0","ESP","O",""
"1013389","Control","0","MEX","F",""
"1013391","Treatment","0","BRA","F",""
"1013392","Control","0","USA","M",""
"1013393","Control","0","CAN","M",""
"1013394","Control","0","USA","",""
"1013395","Treatment","0","GBR","",""
"1013396","Control","0","DEU","F",""
"1013397","Control","0","TUR","M",""
"1013398","Treatment","13.04","ESP","F","I"
"1013399","Control","0","DEU","O",""
"1013400","Control","0","USA","",""
"1013401","Treatment","0","DEU","F",""
"1013402","Control","0","BRA","M",""
"1013403","Control","0","CAN","",""
"1013404","Control","0","USA","",""
"1013405","Treatment","0","BRA","",""
"1013406","Control","0","","",""
"1013407","Treatment","0","USA","F",""
"1013408","Control","0","ESP","M",""
"1013409","Treatment","67.48086985980825","MEX","","A"
"1013410","Treatment","0","MEX","M",""
"1013411","Control","0","BRA","M",""
"1013412","Control","0","DEU","M",""
"1013413","Treatment","0","BRA","F",""
"1013414","Treatment","0","TUR","M",""
"1013415","Control","0","BRA","",""
"1013416","Control","100.17","BRA","F","I"
"1013417","Treatment","0","MEX","O",""
"1013418","Treatment","0","BRA","O",""
"1013419","Control","0","FRA","O",""
"1013420","Treatment","0","USA","F",""
"1013421","Treatment","0","MEX","M",""
"1013422","Control","0","USA","M",""
"1013423","Control","0","BRA","F",""
"1013424","Treatment","0","USA","M",""
"1013425","Treatment","0","USA","F",""
"1013426","Treatment","0","MEX","F",""
"1013427","Treatment","0","AUS","F",""
"1013428","Treatment","0","","M",""
"1013429","Treatment","0","USA","M",""
"1013430","Treatment","0","FRA","M",""
"1013431","Treatment","0","DEU","O",""
"1013432","Treatment","0","BRA","M",""
"1013433","Treatment","0","ESP","M",""
"1013434","Treatment","0","USA","F",""
"1013435","Control","0","BRA","F",""
"1013436","Treatment","0","MEX","M",""
"1013437","Treatment","0","USA","M",""
"1013438","Treatment","0","BRA","",""
"1013439","Treatment","0","CAN","M",""
"1013440","Treatment","0","USA","M",""
"1013441","Control","0","TUR","M",""
"1013442","Control","0","USA","F",""
"1013443","Control","0","BRA","F",""
"1013444","Control","0","BRA","F",""
"1013445","Control","0","FRA","F",""
"1013446","Treatment","0","MEX","O",""
"1013447","Treatment","0","TUR","",""
"1013448","Treatment","0","MEX","M",""
"1013449","Control","0","BRA","M",""
"1013450","Control","0","USA","M",""
"1013451","Control","0","GBR","M",""
"1013452","Treatment","0","DEU","F",""
"1013453","Control","0","BRA","F",""
"1013454","Treatment","0","ESP","F",""
"1013455","Treatment","0","FRA","F",""
"1013456","Treatment","0","USA","M",""
"1013457","Treatment","0","MEX","F",""
"1013458","Control","0","TUR","",""
"1013459","Control","0","USA","",""
"1013460","Treatment","0","USA","M",""
"1013461","Control","0","USA","M",""
"1013462","Treatment","0","BRA","F",""
"1013463","Control","0","TUR","M",""
"1013464","Control","0","MEX","M",""
"1013465","Control","0","ESP","F",""
"1013466","Treatment","0","MEX","M",""
"1013467","Treatment","0","TUR","M",""
"1013468","Treatment","0","BRA","M",""
"1013469","Treatment","0","DEU","M",""
"1013470","Treatment","0","USA","",""
"1013471","Control","0","MEX","F",""
"1013472","Treatment","0","TUR","O",""
"1013473","Treatment","0","USA","",""
"1013474","Treatment","0","FRA","F",""
"1013475","Treatment","0","GBR","F",""
"1013476","Control","0","USA","M",""
"1013477","Control","0","MEX","F",""
"1013478","Control","0","CAN","M",""
"1013479","Control","0","FRA","",""
"1013480","Treatment","12.91","BRA","F","A"
"1013481","Control","0","USA","F",""
"1013482","Treatment","0","USA","M",""
"1013483","Control","0","TUR","M",""
"1013484","Control","0","","M",""
"1013485","Control","0","BRA","M",""
"1013486","Control","0","MEX","M",""
"1013487","Treatment","0","","M",""
"1013488","Control","0","USA","F",""
"1013489","Treatment","0","USA","",""
"1013490","Control","0","USA","",""
"1013491","Control","0","USA","",""
"1013492","Treatment","0","GBR","M",""
"1013493","Treatment","0","FRA","F",""
"1013494","Control","0","DEU","F",""
"1013495","Control","0","","F",""
"1013496","Control","0","MEX","F",""
"1013497","Control","0","DEU","F",""
"1013498","Control","0","DEU","F",""
"1013499","Treatment","0","DEU","M",""
"1013500","Control","0","DEU","O",""
"1013501","Control","0","DEU","F",""
"1013502","Control","0","MEX","M",""
"1013503","Control","0","MEX","M",""
"1013504","Treatment","0","ESP","M",""
"1013505","Control","0","USA","M",""
"1013506","Control","0","USA","F",""
"1013507","Treatment","0","TUR","M",""
"1013508","Treatment","0","TUR","M",""
"1013509","Treatment","0","USA","",""
"1013510","Control","0","GBR","M",""
"1013511","Control","0","USA","",""
"1013512","Treatment","0","BRA","",""
"1013513","Treatment","0","USA","M",""
"1013514","Control","0","TUR","F",""
"1013515","Treatment","0","DEU","F",""
"1013516","Control","0","DEU","M",""
"1013517","Treatment","0","TUR","M",""
"1013518","Treatment","0","","M",""
"1013519","Control","0","MEX","M",""
"1013520","Treatment","0","BRA","M",""
"1013521","Treatment","0","CAN","M",""
"1013522","Control","0","USA","",""
"1013523","Treatment","0","BRA","F",""
"1013524","Control","0","USA","",""
"1013525","Treatment","0","MEX","F",""
"1013526","Treatment","0","USA","M",""
"1013527","Control","0","USA","M",""
"1013528","Treatment","0","DEU","",""
"1013529","Treatment","0","USA","M",""
"1013530","Control","0","TUR","M",""
"1013531","Control","0","DEU","F",""
"1013532","Treatment","0","FRA","M",""
"1013533","Treatment","0","DEU","F",""
"1013534","Treatment","0","USA","F",""
"1013535","Control","0","GBR","M",""
"1013536","Control","0","BRA","F",""
"1013537","Treatment","0","GBR","F",""
"1013538","Control","0","TUR","F",""
"1013539","Control","0","USA","M",""
"1013540","Control","0","USA","M",""
"1013541","Control","0","USA","M",""
"1013542","Treatment","0","BRA","M",""
"1013543","Treatment","0","DEU","M",""
"1013544","Treatment","0","ESP","F",""
"1013545","Control","0","USA","F",""
"1013546","Control","0","USA","",""
"1013547","Control","0","GBR","F",""
"1013548","Treatment","0","BRA","M",""
"1013549","Treatment","0","DEU","F",""
"1013550","Treatment","0","BRA","F",""
"1013551","Treatment","0","USA","M",""
"1013552","Treatment","0","USA","M",""
"1013553","Treatment","0","USA","M",""
"1013554","Control","0","USA","F",""
"1013555","Control","0","MEX","F",""
"1013556","Control","0","DEU","",""
"1013557","Treatment","0","FRA","",""
"1013558","Control","0","USA","M",""
"1013559","Control","0","USA","M",""
"1013560","Control","0","USA","M",""
"1013561","Control","0","TUR","M",""
"1013562","Control","0","BRA","F",""
"1013563","Control","0","TUR","M",""
"1013564","Control","0","BRA","F",""
"1013565","Treatment","0","FRA","F",""
"1013566","Treatment","0","BRA","M",""
"1013567","Control","0","BRA","M",""
"1013568","Control","0","BRA","M",""
"1013569","Control","0","","M",""
"1013570","Control","0","USA","M",""
"1013571","Control","0","TUR","M",""
"1013572","Control","0","BRA","M",""
"1013574","Treatment","0","FRA","",""
"1013575","Treatment","0","BRA","",""
"1013576","Treatment","0","MEX","F",""
"1013577","Control","0","DEU","F",""
"1013578","Control","0","BRA","F",""
"1013579","Treatment","0","USA","F",""
"1013580","Control","0","BRA","",""
"1013581","Control","0","BRA","M",""
"1013582","Treatment","0","DEU","M",""
"1013583","Treatment","0","BRA","",""
"1013584","Treatment","0","GBR","M",""
"1013585","Control","0","MEX","M",""
"1013586","Treatment","0","BRA","M",""
"1013587","Treatment","0","DEU","M",""
"1013588","Control","0","ESP","",""
"1013589","Control","0","USA","F",""
"1013590","Treatment","0","BRA","M",""
"1013591","Treatment","0","TUR","O",""
"1013592","Control","0","DEU","",""
"1013593","Control","0","USA","M",""
"1013594","Treatment","0","USA","M",""
"1013595","Control","0","USA","F",""
"1013596","Treatment","0","MEX","F",""
"1013597","Treatment","0","USA","M",""
"1013598","Treatment","0","BRA","",""
"1013599","Treatment","0","USA","M",""
"1013600","Treatment","0","USA","M",""
"1013601","Control","0","USA","F",""
"1013602","Control","0","USA","",""
"1013603","Treatment","0","USA","M",""
"1013604","Control","0","USA","M",""
"1013605","Control","0","USA","M",""
"1013606","Treatment","0","BRA","",""
"1013607","Treatment","0","FRA","F",""
"1013608","Control","0","MEX","F",""
"1013609","Treatment","0","BRA","M",""
"1013610","Treatment","0","USA","M",""
"1013611","Treatment","0","FRA","F",""
"1013612","Control","0","BRA","M",""
"1013613","Control","0","CAN","M",""
"1013614","Control","0","","",""
"1013615","Treatment","0","GBR","F",""
"1013616","Treatment","0","USA","",""
